zone,week,person,table,group,role
Zone 2,1,Person 4741,113,113,
Zone 2,1,Person 616,114,114,Leader
Zone 2,1,Person 1467,114,114,Scribe
Zone 2,1,Person 2233,114,114,Researcher
Zone 2,1,Person 3150,114,114,
Zone 2,1,Person 4007,114,114,
Zone 2,1,Person 4742,114,114,
Zone 2,1,Person 617,115,115,Leader
Zone 2,1,Person 1470,115,115,Scribe
Zone 2,1,Person 2234,115,115,Researcher
Zone 2,1,Person 3159,115,115,
Zone 2,1,Person 4008,115,115,
Zone 2,1,Person 4744,115,115,
Zone 2,1,Person 619,116,116,Leader
Zone 2,1,Person 1472,116,116,Scribe
Zone 2,1,Person 2236,116,116,Researcher
Zone 2,1,Person 3160,116,116,
Zone 2,1,Person 4012,116,116,
Zone 2,1,Person 4746,116,116,
Zone 2,1,Person 623,117,117,Leader
Zone 2,1,Person 1473,117,117,Scribe
Zone 2,1,Person 2248,117,117,Researcher
Zone 2,1,Person 3167,117,117,
Zone 2,1,Person 4017,117,117,
Zone 2,1,Person 4753,117,117,
Zone 2,1,Person 633,118,118,Leader
Zone 2,1,Person 1477,118,118,Scribe
Zone 2,1,Person 2252,118,118,Researcher
Zone 2,1,Person 3176,118,118,
Zone 2,1,Person 4023,118,118,
Zone 2,1,Person 4755,118,118,
Zone 2,1,Person 634,119,119,Leader
Zone 2,1,Person 1480,119,119,Scribe
Zone 2,1,Person 2260,119,119,Researcher
Zone 2,1,Person 3178,119,119,
Zone 2,1,Person 4034,119,119,
Zone 2,1,Person 4765,119,119,
Zone 2,1,Person 638,120,120,Leader
Zone 2,1,Person 1481,120,120,Scribe
Zone 2,1,Person 2264,120,120,Researcher
Zone 2,1,Person 3179,120,120,
Zone 2,1,Person 4036,120,120,
Zone 2,1,Person 4770,120,120,
Zone 2,1,Person 642,121,121,Leader
Zone 2,1,Person 1482,121,121,Scribe
Zone 2,1,Person 2273,121,121,Researcher
Zone 2,1,Person 3199,121,121,
Zone 2,1,Person 4038,121,121,
Zone 2,1,Person 4771,121,121,
Zone 2,1,Person 647,122,122,Leader
Zone 2,1,Person 1484,122,122,Scribe
Zone 2,1,Person 2284,122,122,Researcher
Zone 2,1,Person 3200,122,122,
Zone 2,1,Person 4040,122,122,
Zone 2,1,Person 4773,122,122,
Zone 2,1,Person 650,123,123,Leader
Zone 2,1,Person 1489,123,123,Scribe
Zone 2,1,Person 2292,123,123,Researcher
Zone 2,1,Person 3204,123,123,
Zone 2,1,Person 4042,123,123,
Zone 2,1,Person 4780,123,123,
Zone 2,1,Person 671,124,124,Leader
Zone 2,1,Person 1490,124,124,Scribe
Zone 2,1,Person 2295,124,124,Researcher
Zone 2,1,Person 3206,124,124,
Zone 2,1,Person 4052,124,124,
Zone 2,1,Person 4784,124,124,
Zone 2,1,Person 673,125,125,Leader
Zone 2,1,Person 1497,125,125,Scribe
Zone 2,1,Person 2297,125,125,Researcher
Zone 2,1,Person 3218,125,125,
Zone 2,1,Person 4053,125,125,
Zone 2,1,Person 4788,125,125,
Zone 2,1,Person 676,126,126,Leader
Zone 2,1,Person 1500,126,126,Scribe
Zone 2,1,Person 2299,126,126,Researcher
Zone 2,1,Person 3219,126,126,
Zone 2,1,Person 4056,126,126,
Zone 2,1,Person 4794,126,126,
Zone 2,1,Person 688,127,127,Leader
Zone 2,1,Person 1506,127,127,Scribe
Zone 2,1,Person 2301,127,127,Researcher
Zone 2,1,Person 3220,127,127,
Zone 2,1,Person 4058,127,127,
Zone 2,1,Person 4816,127,127,
Zone 2,1,Person 690,128,128,Leader
Zone 2,1,Person 1508,128,128,Scribe
Zone 2,1,Person 2313,128,128,Researcher
Zone 2,1,Person 3222,128,128,
Zone 2,1,Person 4060,128,128,
Zone 2,1,Person 4817,128,128,
Zone 2,1,Person 691,129,129,Leader
Zone 2,1,Person 1509,129,129,Scribe
Zone 2,1,Person 2322,129,129,Researcher
Zone 2,1,Person 3224,129,129,
Zone 2,1,Person 4066,129,129,
Zone 2,1,Person 4830,129,129,
Zone 2,1,Person 696,130,130,Leader
Zone 2,1,Person 1514,130,130,Scribe
Zone 2,1,Person 2328,130,130,Researcher
Zone 2,1,Person 3225,130,130,
Zone 2,1,Person 4067,130,130,
Zone 2,1,Person 4834,130,130,
Zone 2,1,Person 697,131,131,Leader
Zone 2,1,Person 1515,131,131,Scribe
Zone 2,1,Person 2329,131,131,Researcher
Zone 2,1,Person 3230,131,131,
Zone 2,1,Person 4069,131,131,
Zone 2,1,Person 4850,131,131,
Zone 2,1,Person 707,132,132,Leader
Zone 2,1,Person 1524,132,132,Scribe
Zone 2,1,Person 2331,132,132,Researcher
Zone 2,1,Person 3233,132,132,
Zone 2,1,Person 4071,132,132,
Zone 2,1,Person 4851,132,132,
Zone 2,1,Person 709,133,133,Leader
Zone 2,1,Person 1527,133,133,Scribe
Zone 2,1,Person 2333,133,133,Researcher
Zone 2,1,Person 3235,133,133,
Zone 2,1,Person 4073,133,133,
Zone 2,1,Person 4866,133,133,
Zone 2,1,Person 720,134,134,Leader
Zone 2,1,Person 1529,134,134,Scribe
Zone 2,1,Person 2338,134,134,Researcher
Zone 2,1,Person 3238,134,134,
Zone 2,1,Person 4076,134,134,
Zone 2,1,Person 4867,134,134,
Zone 2,1,Person 721,135,135,Leader
Zone 2,1,Person 1535,135,135,Scribe
Zone 2,1,Person 2339,135,135,Researcher
Zone 2,1,Person 3251,135,135,
Zone 2,1,Person 4081,135,135,
Zone 2,1,Person 4869,135,135,
Zone 2,1,Person 730,136,136,Leader
Zone 2,1,Person 1536,136,136,Scribe
Zone 2,1,Person 2342,136,136,Researcher
Zone 2,1,Person 3271,136,136,
Zone 2,1,Person 4084,136,136,
Zone 2,1,Person 4870,136,136,
Zone 2,1,Person 733,137,137,Leader
Zone 2,1,Person 1539,137,137,Scribe
Zone 2,1,Person 2345,137,137,Researcher
Zone 2,1,Person 3274,137,137,
Zone 2,1,Person 4098,137,137,
Zone 2,1,Person 4879,137,137,
Zone 2,1,Person 737,138,138,Leader
Zone 2,1,Person 1540,138,138,Scribe
Zone 2,1,Person 2360,138,138,Researcher
Zone 2,1,Person 3276,138,138,
Zone 2,1,Person 4099,138,138,
Zone 2,1,Person 4881,138,138,
Zone 2,1,Person 739,139,139,Leader
Zone 2,1,Person 1542,139,139,Scribe
Zone 2,1,Person 2362,139,139,Researcher
Zone 2,1,Person 3277,139,139,
Zone 2,1,Person 4106,139,139,
Zone 2,1,Person 4887,139,139,
Zone 2,1,Person 742,140,140,Leader
Zone 2,1,Person 1555,140,140,Scribe
Zone 2,1,Person 2365,140,140,Researcher
Zone 2,1,Person 3280,140,140,
Zone 2,1,Person 4111,140,140,
Zone 2,1,Person 4900,140,140,
Zone 2,1,Person 743,141,141,Leader
Zone 2,1,Person 1557,141,141,Scribe
Zone 2,1,Person 2376,141,141,Researcher
Zone 2,1,Person 3288,141,141,
Zone 2,1,Person 4118,141,141,
Zone 2,1,Person 4901,141,141,
Zone 2,1,Person 746,142,142,Leader
Zone 2,1,Person 1560,142,142,Scribe
Zone 2,1,Person 2383,142,142,Researcher
Zone 2,1,Person 3290,142,142,
Zone 2,1,Person 4122,142,142,
Zone 2,1,Person 4902,142,142,
Zone 2,1,Person 749,143,143,Leader
Zone 2,1,Person 1563,143,143,Scribe
Zone 2,1,Person 2384,143,143,Researcher
Zone 2,1,Person 3295,143,143,
Zone 2,1,Person 4127,143,143,
Zone 2,1,Person 4904,143,143,
Zone 2,1,Person 751,144,144,Leader
Zone 2,1,Person 1573,144,144,Scribe
Zone 2,1,Person 2390,144,144,Researcher
Zone 2,1,Person 3297,144,144,
Zone 2,1,Person 4130,144,144,
Zone 2,1,Person 4905,144,144,
Zone 2,1,Person 752,145,145,Leader
Zone 2,1,Person 1577,145,145,Scribe
Zone 2,1,Person 2399,145,145,Researcher
Zone 2,1,Person 3302,145,145,
Zone 2,1,Person 4141,145,145,
Zone 2,1,Person 4909,145,145,
Zone 2,1,Person 780,146,146,Leader
Zone 2,1,Person 1580,146,146,Scribe
Zone 2,1,Person 2401,146,146,Researcher
Zone 2,1,Person 3305,146,146,
Zone 2,1,Person 4147,146,146,
Zone 2,1,Person 4926,146,146,
Zone 2,1,Person 783,147,147,Leader
Zone 2,1,Person 1589,147,147,Scribe
Zone 2,1,Person 2406,147,147,Researcher
Zone 2,1,Person 3308,147,147,
Zone 2,1,Person 4154,147,147,
Zone 2,1,Person 4928,147,147,
Zone 2,1,Person 785,148,148,Leader
Zone 2,1,Person 1591,148,148,Scribe
Zone 2,1,Person 2408,148,148,Researcher
Zone 2,1,Person 3318,148,148,
Zone 2,1,Person 4156,148,148,
Zone 2,1,Person 4930,148,148,
Zone 2,1,Person 786,149,149,Leader
Zone 2,1,Person 1593,149,149,Scribe
Zone 2,1,Person 2413,149,149,Researcher
Zone 2,1,Person 3324,149,149,
Zone 2,1,Person 4158,149,149,
Zone 2,1,Person 4935,149,149,
Zone 2,1,Person 790,150,150,Leader
Zone 2,1,Person 1595,150,150,Scribe
Zone 2,1,Person 2415,150,150,Researcher
Zone 2,1,Person 3325,150,150,
Zone 2,1,Person 4162,150,150,
Zone 2,1,Person 4942,150,150,
Zone 2,1,Person 791,151,151,Leader
Zone 2,1,Person 1596,151,151,Scribe
Zone 2,1,Person 2419,151,151,Researcher
Zone 2,1,Person 3332,151,151,
Zone 2,1,Person 4164,151,151,
Zone 2,1,Person 4952,151,151,
Zone 2,1,Person 796,152,152,Leader
Zone 2,1,Person 1606,152,152,Scribe
Zone 2,1,Person 2420,152,152,Researcher
Zone 2,1,Person 3355,152,152,
Zone 2,1,Person 4172,152,152,
Zone 2,1,Person 4954,152,152,
Zone 2,1,Person 797,153,153,Leader
Zone 2,1,Person 1608,153,153,Scribe
Zone 2,1,Person 2430,153,153,Researcher
Zone 2,1,Person 3366,153,153,
Zone 2,1,Person 4176,153,153,
Zone 2,1,Person 4964,153,153,
Zone 2,1,Person 807,154,154,Leader
Zone 2,1,Person 1609,154,154,Scribe
Zone 2,1,Person 2433,154,154,Researcher
Zone 2,1,Person 3367,154,154,
Zone 2,1,Person 4178,154,154,
Zone 2,1,Person 4972,154,154,
Zone 2,1,Person 811,155,155,Leader
Zone 2,1,Person 1616,155,155,Scribe
Zone 2,1,Person 2435,155,155,Researcher
Zone 2,1,Person 3381,155,155,
Zone 2,1,Person 4180,155,155,
Zone 2,1,Person 4976,155,155,
Zone 2,1,Person 813,156,156,Leader
Zone 2,1,Person 1629,156,156,Scribe
Zone 2,1,Person 2441,156,156,Researcher
Zone 2,1,Person 3384,156,156,
Zone 2,1,Person 4188,156,156,
Zone 2,1,Person 4980,156,156,
Zone 2,1,Person 816,157,157,Leader
Zone 2,1,Person 1646,157,157,Scribe
Zone 2,1,Person 2443,157,157,Researcher
Zone 2,1,Person 3387,157,157,
Zone 2,1,Person 4194,157,157,
Zone 2,1,Person 4981,157,157,
Zone 2,1,Person 818,158,158,Leader
Zone 2,1,Person 1648,158,158,Scribe
Zone 2,1,Person 2450,158,158,Researcher
Zone 2,1,Person 3390,158,158,
Zone 2,1,Person 4196,158,158,
Zone 2,1,Person 4994,158,158,
Zone 2,1,Person 822,159,159,Leader
Zone 2,1,Person 1657,159,159,Scribe
Zone 2,1,Person 2453,159,159,Researcher
Zone 2,1,Person 3393,159,159,
Zone 2,1,Person 4197,159,159,
Zone 2,1,Person 4995,159,159,
Zone 2,1,Person 826,160,160,Leader
Zone 2,1,Person 1665,160,160,Scribe
Zone 2,1,Person 2461,160,160,Researcher
Zone 2,1,Person 3394,160,160,
Zone 2,1,Person 4200,160,160,
Zone 2,1,Person 835,161,161,Leader
Zone 2,1,Person 1669,161,161,Scribe
Zone 2,1,Person 2462,161,161,Researcher
Zone 2,1,Person 3395,161,161,
Zone 2,1,Person 4201,161,161,
Zone 2,2,Person 839,4,1,Leader
Zone 2,2,Person 21,4,1,Scribe
Zone 2,2,Person 2472,4,1,Researcher
Zone 2,2,Person 1690,4,1,
Zone 2,2,Person 2462,4,1,
Zone 2,2,Person 4200,4,1,
Zone 2,2,Person 846,5,2,Leader
Zone 2,2,Person 33,5,2,Scribe
Zone 2,2,Person 2469,5,2,Researcher
Zone 2,2,Person 1696,5,2,
Zone 2,2,Person 3395,5,2,
Zone 2,2,Person 4236,5,2,
Zone 2,2,Person 849,6,3,Leader
Zone 2,2,Person 38,6,3,Scribe
Zone 2,2,Person 2481,6,3,Researcher
Zone 2,2,Person 1679,6,3,
Zone 2,2,Person 3447,6,3,
Zone 2,2,Person 4221,6,3,
Zone 2,2,Person 855,1,4,Leader
Zone 2,2,Person 44,1,4,Scribe
Zone 2,2,Person 2475,1,4,Researcher
Zone 2,2,Person 1685,1,4,
Zone 2,2,Person 3450,1,4,
Zone 2,2,Person 4243,1,4,
Zone 2,2,Person 857,2,5,Leader
Zone 2,2,Person 45,2,5,Scribe
Zone 2,2,Person 2506,2,5,Researcher
Zone 2,2,Person 1713,2,5,
Zone 2,2,Person 3421,2,5,
Zone 2,2,Person 4240,2,5,
Zone 2,2,Person 862,3,6,Leader
Zone 2,2,Person 49,3,6,Scribe
Zone 2,2,Person 2505,3,6,Researcher
Zone 2,2,Person 1715,3,6,
Zone 2,2,Person 3433,3,6,
Zone 2,2,Person 4248,3,6,
Zone 2,2,Person 867,10,7,Leader
Zone 2,2,Person 54,10,7,Scribe
Zone 2,2,Person 2517,10,7,Researcher
Zone 2,2,Person 1704,10,7,
Zone 2,2,Person 3473,10,7,
Zone 2,2,Person 4244,10,7,
Zone 2,2,Person 871,11,8,Leader
Zone 2,2,Person 68,11,8,Scribe
Zone 2,2,Person 2515,11,8,Researcher
Zone 2,2,Person 1707,11,8,
Zone 2,2,Person 3476,11,8,
Zone 2,2,Person 4252,11,8,
Zone 2,2,Person 873,12,9,Leader
Zone 2,2,Person 70,12,9,Scribe
Zone 2,2,Person 2520,12,9,Researcher
Zone 2,2,Person 1720,12,9,
Zone 2,2,Person 3456,12,9,
Zone 2,2,Person 4249,12,9,
Zone 2,2,Person 874,7,10,Leader
Zone 2,2,Person 84,7,10,Scribe
Zone 2,2,Person 2519,7,10,Researcher
Zone 2,2,Person 1722,7,10,
Zone 2,2,Person 3467,7,10,
Zone 2,2,Person 4263,7,10,
Zone 2,2,Person 882,8,11,Leader
Zone 2,2,Person 86,8,11,Scribe
Zone 2,2,Person 2526,8,11,Researcher
Zone 2,2,Person 1717,8,11,
Zone 2,2,Person 3501,8,11,
Zone 2,2,Person 4258,8,11,
Zone 2,2,Person 889,9,12,Leader
Zone 2,2,Person 103,9,12,Scribe
Zone 2,2,Person 2525,9,12,Researcher
Zone 2,2,Person 1718,9,12,
Zone 2,2,Person 3510,9,12,
Zone 2,2,Person 4273,9,12,
Zone 2,2,Person 891,16,13,Leader
Zone 2,2,Person 106,16,13,Scribe
Zone 2,2,Person 2540,16,13,Researcher
Zone 2,2,Person 1742,16,13,
Zone 2,2,Person 3495,16,13,
Zone 2,2,Person 4268,16,13,
Zone 2,2,Person 893,17,14,Leader
Zone 2,2,Person 108,17,14,Scribe
Zone 2,2,Person 2537,17,14,Researcher
Zone 2,2,Person 1743,17,14,
Zone 2,2,Person 3496,17,14,
Zone 2,2,Person 4279,17,14,
Zone 2,2,Person 896,18,15,Leader
Zone 2,2,Person 122,18,15,Scribe
Zone 2,2,Person 2544,18,15,Researcher
Zone 2,2,Person 1730,18,15,
Zone 2,2,Person 3520,18,15,
Zone 2,2,Person 4277,18,15,
Zone 2,2,Person 898,13,16,Leader
Zone 2,2,Person 123,13,16,Scribe
Zone 2,2,Person 2543,13,16,Researcher
Zone 2,2,Person 1741,13,16,
Zone 2,2,Person 3532,13,16,
Zone 2,2,Person 4285,13,16,
Zone 2,2,Person 906,14,17,Leader
Zone 2,2,Person 130,14,17,Scribe
Zone 2,2,Person 2550,14,17,Researcher
Zone 2,2,Person 1755,14,17,
Zone 2,2,Person 3518,14,17,
Zone 2,2,Person 4282,14,17,
Zone 2,2,Person 913,15,18,Leader
Zone 2,2,Person 136,15,18,Scribe
Zone 2,2,Person 2546,15,18,Researcher
Zone 2,2,Person 1756,15,18,
Zone 2,2,Person 3519,15,18,
Zone 2,2,Person 4291,15,18,
Zone 2,2,Person 916,22,19,Leader
Zone 2,2,Person 137,22,19,Scribe
Zone 2,2,Person 2560,22,19,Researcher
Zone 2,2,Person 1744,22,19,
Zone 2,2,Person 3547,22,19,
Zone 2,2,Person 4286,22,19,
Zone 2,2,Person 930,23,20,Leader
Zone 2,2,Person 139,23,20,Scribe
Zone 2,2,Person 2559,23,20,Researcher
Zone 2,2,Person 1749,23,20,
Zone 2,2,Person 3548,23,20,
Zone 2,2,Person 4296,23,20,
Zone 2,2,Person 937,24,21,Leader
Zone 2,2,Person 146,24,21,Scribe
Zone 2,2,Person 2574,24,21,Researcher
Zone 2,2,Person 1778,24,21,
Zone 2,2,Person 3534,24,21,
Zone 2,2,Person 4293,24,21,
Zone 2,2,Person 939,19,22,Leader
Zone 2,2,Person 156,19,22,Scribe
Zone 2,2,Person 2569,19,22,Researcher
Zone 2,2,Person 1779,19,22,
Zone 2,2,Person 3536,19,22,
Zone 2,2,Person 4301,19,22,
Zone 2,2,Person 940,20,23,Leader
Zone 2,2,Person 157,20,23,Scribe
Zone 2,2,Person 2581,20,23,Researcher
Zone 2,2,Person 1769,20,23,
Zone 2,2,Person 3554,20,23,
Zone 2,2,Person 4299,20,23,
Zone 2,2,Person 943,21,24,Leader
Zone 2,2,Person 165,21,24,Scribe
Zone 2,2,Person 2577,21,24,Researcher
Zone 2,2,Person 1775,21,24,
Zone 2,2,Person 3555,21,24,
Zone 2,2,Person 4311,21,24,
Zone 2,2,Person 945,28,25,Leader
Zone 2,2,Person 166,28,25,Scribe
Zone 2,2,Person 2598,28,25,Researcher
Zone 2,2,Person 1787,28,25,
Zone 2,2,Person 3549,28,25,
Zone 2,2,Person 4310,28,25,
Zone 2,2,Person 946,29,26,Leader
Zone 2,2,Person 168,29,26,Scribe
Zone 2,2,Person 2586,29,26,Researcher
Zone 2,2,Person 1792,29,26,
Zone 2,2,Person 3552,29,26,
Zone 2,2,Person 4330,29,26,
Zone 2,2,Person 952,30,27,Leader
Zone 2,2,Person 172,30,27,Scribe
Zone 2,2,Person 2614,30,27,Researcher
Zone 2,2,Person 1781,30,27,
Zone 2,2,Person 3570,30,27,
Zone 2,2,Person 4316,30,27,
Zone 2,2,Person 964,25,28,Leader
Zone 2,2,Person 174,25,28,Scribe
Zone 2,2,Person 2604,25,28,Researcher
Zone 2,2,Person 1784,25,28,
Zone 2,2,Person 3571,25,28,
Zone 2,2,Person 4336,25,28,
Zone 2,2,Person 966,26,29,Leader
Zone 2,2,Person 175,26,29,Scribe
Zone 2,2,Person 2630,26,29,Researcher
Zone 2,2,Person 1811,26,29,
Zone 2,2,Person 3558,26,29,
Zone 2,2,Person 4332,26,29,
Zone 2,2,Person 968,27,30,Leader
Zone 2,2,Person 177,27,30,Scribe
Zone 2,2,Person 2623,27,30,Researcher
Zone 2,2,Person 1817,27,30,
Zone 2,2,Person 3560,27,30,
Zone 2,2,Person 4342,27,30,
Zone 2,2,Person 971,34,31,Leader
Zone 2,2,Person 178,34,31,Scribe
Zone 2,2,Person 2643,34,31,Researcher
Zone 2,2,Person 1797,34,31,
Zone 2,2,Person 3584,34,31,
Zone 2,2,Person 4338,34,31,
Zone 2,2,Person 973,35,32,Leader
Zone 2,2,Person 179,35,32,Scribe
Zone 2,2,Person 2635,35,32,Researcher
Zone 2,2,Person 1802,35,32,
Zone 2,2,Person 3591,35,32,
Zone 2,2,Person 4351,35,32,
Zone 2,2,Person 979,36,33,Leader
Zone 2,2,Person 184,36,33,Scribe
Zone 2,2,Person 2646,36,33,Researcher
Zone 2,2,Person 1833,36,33,
Zone 2,2,Person 3579,36,33,
Zone 2,2,Person 4344,36,33,
Zone 2,2,Person 982,31,34,Leader
Zone 2,2,Person 189,31,34,Scribe
Zone 2,2,Person 2645,31,34,Researcher
Zone 2,2,Person 1838,31,34,
Zone 2,2,Person 3582,31,34,
Zone 2,2,Person 4359,31,34,
Zone 2,2,Person 988,32,35,Leader
Zone 2,2,Person 190,32,35,Scribe
Zone 2,2,Person 2651,32,35,Researcher
Zone 2,2,Person 1820,32,35,
Zone 2,2,Person 3605,32,35,
Zone 2,2,Person 4358,32,35,
Zone 2,2,Person 990,33,36,Leader
Zone 2,2,Person 192,33,36,Scribe
Zone 2,2,Person 2647,33,36,Researcher
Zone 2,2,Person 1832,33,36,
Zone 2,2,Person 3613,33,36,
Zone 2,2,Person 4373,33,36,
Zone 2,2,Person 1018,40,37,Leader
Zone 2,2,Person 202,40,37,Scribe
Zone 2,2,Person 2664,40,37,Researcher
Zone 2,2,Person 1843,40,37,
Zone 2,2,Person 3592,40,37,
Zone 2,2,Person 4372,40,37,
Zone 2,2,Person 1019,41,38,Leader
Zone 2,2,Person 210,41,38,Scribe
Zone 2,2,Person 2657,41,38,Researcher
Zone 2,2,Person 1844,41,38,
Zone 2,2,Person 3593,41,38,
Zone 2,2,Person 4400,41,38,
Zone 2,2,Person 1036,42,39,Leader
Zone 2,2,Person 223,42,39,Scribe
Zone 2,2,Person 2669,42,39,Researcher
Zone 2,2,Person 1840,42,39,
Zone 2,2,Person 3632,42,39,
Zone 2,2,Person 4386,42,39,
Zone 2,2,Person 1042,37,40,Leader
Zone 2,2,Person 224,37,40,Scribe
Zone 2,2,Person 2665,37,40,Researcher
Zone 2,2,Person 1842,37,40,
Zone 2,2,Person 3645,37,40,
Zone 2,2,Person 4409,37,40,
Zone 2,2,Person 1051,38,41,Leader
Zone 2,2,Person 233,38,41,Scribe
Zone 2,2,Person 2714,38,41,Researcher
Zone 2,2,Person 1860,38,41,
Zone 2,2,Person 3614,38,41,
Zone 2,2,Person 4408,38,41,
Zone 2,2,Person 1053,39,42,Leader
Zone 2,2,Person 237,39,42,Scribe
Zone 2,2,Person 2698,39,42,Researcher
Zone 2,2,Person 1861,39,42,
Zone 2,2,Person 3625,39,42,
Zone 2,2,Person 4417,39,42,
Zone 2,2,Person 1069,46,43,Leader
Zone 2,2,Person 239,46,43,Scribe
Zone 2,2,Person 2720,46,43,Researcher
Zone 2,2,Person 1852,46,43,
Zone 2,2,Person 3661,46,43,
Zone 2,2,Person 4410,46,43,
Zone 2,2,Person 1076,47,44,Leader
Zone 2,2,Person 246,47,44,Scribe
Zone 2,2,Person 2716,47,44,Researcher
Zone 2,2,Person 1853,47,44,
Zone 2,2,Person 3663,47,44,
Zone 2,2,Person 4419,47,44,
Zone 2,2,Person 1078,48,45,Leader
Zone 2,2,Person 248,48,45,Scribe
Zone 2,2,Person 2746,48,45,Researcher
Zone 2,2,Person 1866,48,45,
Zone 2,2,Person 3654,48,45,
Zone 2,2,Person 4418,48,45,
Zone 2,2,Person 1081,43,46,Leader
Zone 2,2,Person 263,43,46,Scribe
Zone 2,2,Person 2737,43,46,Researcher
Zone 2,2,Person 1868,43,46,
Zone 2,2,Person 3659,43,46,
Zone 2,2,Person 4421,43,46,
Zone 2,2,Person 1088,44,47,Leader
Zone 2,2,Person 265,44,47,Scribe
Zone 2,2,Person 2748,44,47,Researcher
Zone 2,2,Person 1862,44,47,
Zone 2,2,Person 3677,44,47,
Zone 2,2,Person 4420,44,47,
Zone 2,2,Person 1094,45,48,Leader
Zone 2,2,Person 269,45,48,Scribe
Zone 2,2,Person 2747,45,48,Researcher
Zone 2,2,Person 1863,45,48,
Zone 2,2,Person 3678,45,48,
Zone 2,2,Person 4441,45,48,
Zone 2,2,Person 1103,52,49,Leader
Zone 2,2,Person 272,52,49,Scribe
Zone 2,2,Person 2773,52,49,Researcher
Zone 2,2,Person 1880,52,49,
Zone 2,2,Person 3674,52,49,
Zone 2,2,Person 4437,52,49,
Zone 2,2,Person 1107,53,50,Leader
Zone 2,2,Person 277,53,50,Scribe
Zone 2,2,Person 2764,53,50,Researcher
Zone 2,2,Person 1890,53,50,
Zone 2,2,Person 3676,53,50,
Zone 2,2,Person 4447,53,50,
Zone 2,2,Person 1111,54,51,Leader
Zone 2,2,Person 278,54,51,Scribe
Zone 2,2,Person 2778,54,51,Researcher
Zone 2,2,Person 1873,54,51,
Zone 2,2,Person 3681,54,51,
Zone 2,2,Person 4442,54,51,
Zone 2,2,Person 1125,49,52,Leader
Zone 2,2,Person 280,49,52,Scribe
Zone 2,2,Person 2775,49,52,Researcher
Zone 2,2,Person 1878,49,52,
Zone 2,2,Person 3683,49,52,
Zone 2,2,Person 4465,49,52,
Zone 2,2,Person 1130,50,53,Leader
Zone 2,2,Person 282,50,53,Scribe
Zone 2,2,Person 2787,50,53,Researcher
Zone 2,2,Person 1905,50,53,
Zone 2,2,Person 3679,50,53,
Zone 2,2,Person 4462,50,53,
Zone 2,2,Person 1131,51,54,Leader
Zone 2,2,Person 288,51,54,Scribe
Zone 2,2,Person 2783,51,54,Researcher
Zone 2,2,Person 1909,51,54,
Zone 2,2,Person 3680,51,54,
Zone 2,2,Person 4469,51,54,
Zone 2,2,Person 1133,58,55,Leader
Zone 2,2,Person 295,58,55,Scribe
Zone 2,2,Person 2793,58,55,Researcher
Zone 2,2,Person 1902,58,55,
Zone 2,2,Person 3700,58,55,
Zone 2,2,Person 4468,58,55,
Zone 2,2,Person 1134,59,56,Leader
Zone 2,2,Person 299,59,56,Scribe
Zone 2,2,Person 2792,59,56,Researcher
Zone 2,2,Person 1904,59,56,
Zone 2,2,Person 3704,59,56,
Zone 2,2,Person 4479,59,56,
Zone 2,2,Person 1149,60,57,Leader
Zone 2,2,Person 304,60,57,Scribe
Zone 2,2,Person 2826,60,57,Researcher
Zone 2,2,Person 1934,60,57,
Zone 2,2,Person 3687,60,57,
Zone 2,2,Person 4470,60,57,
Zone 2,2,Person 1152,55,58,Leader
Zone 2,2,Person 312,55,58,Scribe
Zone 2,2,Person 2819,55,58,Researcher
Zone 2,2,Person 1938,55,58,
Zone 2,2,Person 3697,55,58,
Zone 2,2,Person 4484,55,58,
Zone 2,2,Person 1158,56,59,Leader
Zone 2,2,Person 319,56,59,Scribe
Zone 2,2,Person 2835,56,59,Researcher
Zone 2,2,Person 1910,56,59,
Zone 2,2,Person 3735,56,59,
Zone 2,2,Person 4481,56,59,
Zone 2,2,Person 1162,57,60,Leader
Zone 2,2,Person 321,57,60,Scribe
Zone 2,2,Person 2831,57,60,Researcher
Zone 2,2,Person 1925,57,60,
Zone 2,2,Person 3736,57,60,
Zone 2,2,Person 4488,57,60,
Zone 2,2,Person 1169,64,61,Leader
Zone 2,2,Person 324,64,61,Scribe
Zone 2,2,Person 2841,64,61,Researcher
Zone 2,2,Person 1951,64,61,
Zone 2,2,Person 3710,64,61,
Zone 2,2,Person 4486,64,61,
Zone 2,2,Person 1177,65,62,Leader
Zone 2,2,Person 332,65,62,Scribe
Zone 2,2,Person 2840,65,62,Researcher
Zone 2,2,Person 1961,65,62,
Zone 2,2,Person 3723,65,62,
Zone 2,2,Person 4499,65,62,
Zone 2,2,Person 1178,66,63,Leader
Zone 2,2,Person 333,66,63,Scribe
Zone 2,2,Person 2843,66,63,Researcher
Zone 2,2,Person 1941,66,63,
Zone 2,2,Person 3771,66,63,
Zone 2,2,Person 4496,66,63,
Zone 2,2,Person 1182,61,64,Leader
Zone 2,2,Person 336,61,64,Scribe
Zone 2,2,Person 2842,61,64,Researcher
Zone 2,2,Person 1943,61,64,
Zone 2,2,Person 3779,61,64,
Zone 2,2,Person 4502,61,64,
Zone 2,2,Person 1186,62,65,Leader
Zone 2,2,Person 339,62,65,Scribe
Zone 2,2,Person 2865,62,65,Researcher
Zone 2,2,Person 1980,62,65,
Zone 2,2,Person 3751,62,65,
Zone 2,2,Person 4501,62,65,
Zone 2,2,Person 1196,63,66,Leader
